title,leadership,focus,experience_level,company_name,company_industry,location,city,state,remote,salary_range,salary_min,salary_max,employment_type,required_education,job_id
Data Scientist,None,AI/ML,Mid,UCLA Health,Healthcare,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$108k - $228k,108000.0,228000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAoRmxleCBIeWJyaWQpLiIsImh0aWRvY2lkIjoic2xaQVhsM1gyVi15LTJraUFBQUFBQT09IiwiZmMiOiJFcllDQ3ZjQlFVNTFWMmhqYXkxS1pVWkxSM2xsYkhCc2JXMXViVlZSZFVNelgxQkpXaTB5VFRSRlYwWk9YME5xTjBoVVVYQkVia05mVW1saldsOXlRbVExWWpFeFJsUTNWVXhXUm5jemRVcHhZa0ozTm5NeFdrdzROMGsyY0hNNUxYRXhZbEUyYlZkVmVIazVMVkJSUjNsWGNqaGxaRTB6YXpaRGNHMURVMEZaTkdNMU5uaFJRMlJHYUdzNU5rUkdaMFZ4UkMxek1VaGtiWFJUVTBWbk1WWnRjM0pRZEhKUE9FVmpRMU5oWVdSeGJIazJkblk1TjBNMVJqWTRjVkJxTkRWTWVEWXpXRWRzYWpneWMzWnRaRVpZWkd3eVIxSTJNRXBXWVRKUFZUbDFiRFp3WlV3dFIyTnJlalJuUWs5MFFqbDFaVWxQU0MxUVpWSk1ZeElXWjFsSWJWcFpXWFo2WVROck1tY3RUSEUzWDI5RFp4b2lRVkJZYUcwMVlXWllhRVZPVDNsS1pGUldjRFJpY0ZNMFdWWklhbVpuTUZwM1VRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBHbGFzc2Rvb3IiLCJsaW5rIjoiaHR0cHM6Ly93d3cuZ2xhc3Nkb29yLmNvbS9qb2ItbGlzdGluZy9kYXRhLXNjaWVudGlzdC1mbGV4LWh5YnJpZC11Y2xhLWhlYWx0aC1KVl9JQzExNDY4MjFfS08wLDI2X0tFMjcsMzguaHRtP2psPTEwMDg4MTg1MTkxNDNcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,"AI, ML, NLP",Mid,Rule14,AI,"Santa Monica, CA",Santa Monica,CA,Remote,$54k - $107k,54000.0,107000.0,Full-Time,None,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAtIEFJLCBNTCwgTkxQIERldmVsb3BlciIsImh0aWRvY2lkIjoibnAwaXhhel8xdnY4ZHNydUFBQUFBQT09IiwiZmMiOiJFc3NDQ293Q1FVNTFWMmhqYTJsVU1tRjJUWHBzV1dnd1UyVkdVakJGWWt0RGRITkhWMmhvTlZwS2EybHNNMWRaTlVzdFlWSTFPRk5RYkdwVGJGUjRPVTVmT0dGM1UzTkZibFJtYm5kbVNGSmtTVk5mYzBkS1lrRlNPR3QzYkdwMGVYWk9ORWMxYURWb1dVVmlOSFZ0ZHpoMFVuaGFhRGhtTVhkcVJuTjNTVkZHVFVoRk1tTXdaa2RNVEVReWJuTlVXWGczUWtScllWUlVPSGRTVEZFelRFTjJhbU00V0VGSVJXZERhV2hLYjBFM1MwZHhialpZWldOWmVrYzNSMDluWjJsU1FsODBlVlJvYVRsUWIwZDFPWGhwVmw5ak1ISXRjMFp5ZFc1QmQxOUVlVTkwTWpaUWJTMWFNVkZKTTFCd1VFRjRaVmt0VDIxcGFVaENURkY0UzNoZlFXaENkMnAyUTJ4V1RWTlZkMmROUnhJV1oxbEliVnBaV1haNllUTnJNbWN0VEhFM1gyOURaeG9pUVZCWWFHMDFXVTFwZGxOQ016RnpjRGN5Y0RSbFEwMVpNak5hUW5KZlRXMVlRUSIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzciLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gWmlwUmVjcnVpdGVyIiwibGluayI6Imh0dHBzOi8vd3d3LnppcHJlY3J1aXRlci5jb20vYy9SdWxlMTQvSm9iL0RhdGEtU2NpZW50aXN0LUFJLC1NTCwtTkxQLURldmVsb3Blci8taW4tTG9zLUFuZ2VsZXMsQ0E/amlkPTAzMWYyY2I3MWJmMDA3NGNcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,Predictive Modeling,Senior,Humana Inc.,Healthcare,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$108k - $228k,108000.0,228000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6IlppRWpySUN1MHZRWktkV1lBQUFBQUE9PSIsImZjIjoiRXFFQ0N1SUJRVTUxVjJoamJEUnRhR1kwVG5WTVNXdGxaa3hCZUd0TlNHUkhkMDl3T1hsWmFHcGFTbWh6U0ZWQ1ZIbENTRXB0VDBSSWVFOW9lbVl5UldKaUxXTnVNblEwYm5OT09FVTRUMnhOZWtkWGFWcFpRVTlTWjNGYWVFa3RiVlUxVEZaU1dsUktTM05WT1dGcWJrMXhRWGxNUmxGWWRGZEpTbGxpWXpCd01FWk1UakI0V1RoQldFWnJSMUIyWnpCdFVHRXdTRXBDYzBwUVlqY3hRbkZaTWxOeWJ6VnZUV2hXZEZoWFJUSktTRGR5U0RCd2NFWjZOVEJhVW5CeFUxRlpRMEpWWldWTlJISnBNekJPVlU1blNXaFhUUzFJU2tsRFVVRXdiMjAzUkdSdldsYzFkeElXWjFsSWJWcFpXWFo2WVROck1tY3RUSEUzWDI5RFp4b2lRVkJZYUcwMVdWQlRUMEZrZFZRMmJGRmxXV1ZqY1RKMWMzTnViRE14TkhwVlFRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfOSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBFbXBsb3ltZW50IENyb3NzaW5nIiwibGluayI6Imh0dHBzOi8vd3d3LmVtcGxveW1lbnRjcm9zc2luZy5jb20vam9iL2lkLTZlNDlhZGU4YTg2MDRlMjI0ZDIzNTU4MjQ3MzRkZGE5P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Music Marketing and Distribution,Senior,INgroovesMusicGroup,Music,"Los Angeles, CA",Los Angeles,CA,On-Site,$200k - $300k,200000.0,300000.0,Full-Time,Ph.D,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiaFAwdjN5M1g4WlZ2RU9zSkFBQUFBQT09IiwiZmMiOiJFcUVDQ3VJQlFVNTFWMmhqYlhOWlRGWjZTWFp0Wm5Od2RXbzFibXN5TVU5dVJFVXhhVEpqU3pWUmFUUnVUMTlOUVRaaFVVWXlXSEpZVG5Nd2VFOUNZVlozVmpOQk5taGhXak5KV1VWR1IzTm5jakY1VGpkWFNGWTNOell0YTNOWVJqSXlNRk5aZVRWUWRqTlhTSFIzUzAxVlZWRTBkbk41UmkxTFVqaFBXV3R0TTJzeVJVOXFSMjAyYzNOR2R6RlRXalpvTjJwWFExbDZOR3BEVkd4ZmVuRnllWFZCVERaTWVFZEtTamhKYWpaU1pEUTNRM0IzVkdNNGNFTk1aa3B5VWsxVmMxVklZbTlhUms5eGJFZHJOSFo1Y1UxNGVYbGxSRWhFZW5oV1lsVm9XV2hvYm1wT1FSSVdaMWxJYlZwWldYWjZZVE5yTW1jdFRIRTNYMjlEWnhvaVFWQllhRzAxWW5rMFRUVTJhVkk0TUVsb2FqZEtkVVJrVnpKUFZGbDJTMDlIWnciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBTbWFydFJlY3J1aXRlcnMiLCJsaW5rIjoiaHR0cHM6Ly93d3cuc21hcnRyZWNydWl0ZXJzLmNvbS9JTmdyb292ZXNNdXNpY0dyb3VwLzc0Mzk5OTY5NjU3NDQyNi1kYXRhLXNjaWVudGlzdD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,ETL,Mid,Redfin,Real Estate,"Los Angeles, CA",Los Angeles,CA,On-Site,$87k - $145k,87000.0,145000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCwgRVRMIiwiaHRpZG9jaWQiOiJKYnZyTWdlT1ROREZrRTRRQUFBQUFBPT0iLCJmYyI6IkVvc0NDc3dCUVU1MVYyaGpiSEpwWWw5bVQwb3lSVzB5VUV3NFJFc3lWRVV5UzNVME4wZHJkVzVzZGxoaWFWSTFaa2xHTUdsT1FtSnlWMmw0TW5aWE1FWjZTUzFtY2xReFREYzNSbVZhY1VSc1JrWkdkVXBsZEhVek4yWTBRVWhYWlc1UlVsQXpjbFYxVTJaT1NuTldhM05oWms1TWRsY3dXRXBVYUZkVFZGcE5VVXRYZW5sZmJIZENRa3hXVG5WRmEyTlNObXMwUTBOM1FUSnVhRVZIVlV0MWVuaDZTbUpvV0d4dlMwaEllRWxCYWtaSVZIVnlhRmx6YlVKeFREUlVSMDFVZFZvNU1WUkdSRU55T1VSTldtOTBFaFpuV1VodFdsbFpkbnBoTTJzeVp5MU1jVGRmYjBObkdpSkJVRmhvYlRWaFoxTm9UV1UzTUVaVFpGTTJVVTQzVnpkMWNsVm9WbEJuV1ZobiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIEpvYnpNYWxsIiwibGluayI6Imh0dHBzOi8vd3d3LmpvYnptYWxsLmNvbS9yZWRmaW4vam9iL2RhdGEtc2NpZW50aXN0LWV0bC0zP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
"Director, Data Science & Advanced Analytics",Director,Advanced Analytics,Senior,Abbott Laboratories,Healthcare,"Los Angeles, CA",Los Angeles,CA,On-Site,$136k - $272k,136000.0,272000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJEaXJlY3RvciwgRGF0YSBTY2llbmNlIFx1MDAyNiBBZHZhbmNlZCBBbmFseXRpY3MiLCJodGlkb2NpZCI6InlSXzUyeFl2bWhvQnpMd1JBQUFBQUE9PSIsImZjIjoiRXNzQ0Nvd0NRVTUxVjJoamJrVnliRlJqV2pSVmNITnVNbTAzVm5sM2NsRTVjbkZVTURsdmFuaHdRM0JaZEhvd1NYSkxZbWcwT1hSME56QTFTM1pSWVd3Mk1UaHJWbFpRVlc4dGNqWkhPVE5WUjJRMVNsRmZlbkpNUVMxeWEycDBYMnh3Vm5aTGFETmZlbVphVkZWR01GVTRha296V1VOVlZteEJURGxTU2w5Vk56QllXRWxKWm1rdGMzZG9UbTg1V210SlVFUnBRakkzZW5KYVMxVk5PWEJIYURBMFVEQnVjRkJxT0dkV1gzbzBSbkp6Vkd0UFduQjFOVXRPZVU4ek4ycFJTVzFvWkhSUVYwc3dSMUJDVms5VFZXZE9iSEV5T0ZaeE4yRldhSFp5Wm1Zd1UySnhhak5ZTFZwWE1XMXRaVmg2YWxKcWNGRjFjVzVxWVhSTmEwMVFkV3g0WmpWM05IVmpWR2RJWWxCRlp4SVdaMWxJYlZwWldYWjZZVE5yTW1jdFRIRTNYMjlEWnhvaVFWQllhRzAxV2xONE9ESlJXa2RKWW5ReVltOXhNVEZTTVVsaFRHdDFiRlppWnciLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBIZWFsdGggSW5kdXN0cnkgRGlzdHJpYnV0b3JzIEFzc29jaWF0aW9uIiwibGluayI6Imh0dHBzOi8vam9icy5oaWRhLm9yZy9qb2IvZGlyZWN0b3ItZGF0YS1zY2llbmNlLWFkdmFuY2VkLWFuYWx5dGljcy1sb3MtYW5nZWxlcy0xNTQ3ODg/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,Senior,Analytics,Senior,DoorDash,Food Delivery,"Los Angeles, CA",Los Angeles,CA,On-Site,$133k - $243k,133000.0,243000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAvIFNlbmlvciBEYXRhIFNjaWVudGlzdCwgQW5hbHl0aWNzIiwiaHRpZG9jaWQiOiIwdUdfaU95WU9hdnRPR3owQUFBQUFBPT0iLCJmYyI6IkVzc0NDb3dDUVU1MVYyaGpiSGxKYWxrM2RrMVVSa3hTU2xGS0xVeFJTV0p2ZUhjME1IaE9ZbHA0ZVhkbE1VRmFialZUU1ZjNFprRXhVV2cwYmpGMVoyZ3RUblZTVW5JdGFtZE9VbTlrTFdSTmRUWmhiMHA2T0RaU09IRmxWamhZYXpWcVEwOHlNVXRXTmtaNmRXNVhVMjl5ZDJjeWRucERlbUV5U1ZsdVdWRXhjRmczY0dSVlRXVkRRa1JaZUdSbWRHdEJaMEYxWm5KVlEwMTFVbVEyZURRdFlUaFJNWGQxVG5GWWEwODJSREV5TlhaSU16aERSM1YyTlRka2VFVndWalV3VjNGa2JsSkNSbmgwU2xreExXNWZjRjlVV1ZRd2RXMUNTWFF4V1daSVZtOXFUWEV4VlRsbWQxcDJRVXhqZDE5TGJVSkJVRTVXY2twVVl6VnlabHB6WnpCa01IZDFSM1ZmVDJkcGJ6RmpieElXWjFsSWJWcFpXWFo2WVROck1tY3RUSEUzWDI5RFp4b2lRVkJZYUcwMVlpMHlMWGN0Y0ZGMFdHcFFMVVpLV25aWmNWWnpNR3A0TW5oMlVRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTUiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9kYXRhLXNjaWVudGlzdC1zZW5pb3ItZGF0YS1zY2llbnRpc3QtYW5hbHl0aWNzLWF0LWRvb3JkYXNoLTM4MDkzNTkwMzA/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,"Diversity, Equity, and Inclusion",Mid,Trusaic,Regulatory Compliance Software,"Los Angeles, CA",Los Angeles,CA,On-Site,$70k - $85k,70000.0,85000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCBJIiwiaHRpZG9jaWQiOiJkcXgwUEVETWViOVNhcXBpQUFBQUFBPT0iLCJmYyI6IkVxSUNDdUlCUVU1MVYyaGpibkJaTWt4NlgxRlhSV2N5TVV0T2JHOVFZa0ZyUzBwUGRFZzVWMWM0TkZBM1pIWnNUM1pLWTJSeVRWOUpOazg0U1ZCd1UwOXlVbFZSTjBoUE4yMHdSbFozU2w5aGRqZEliSHBMY1doaVdGSXhSREZTY0VGZlgwVkNUbFl3VTNWaVdFOXRVSFpJVkdOMVUwVkJRVlZ5UW1GR1RFZDJhazVtYWxaSU5uWjViSFZOTWxnelZXdDVSa1JGZW1GdWFYQm5UbTFHWVZKcWQxWm5iVGx3YWtOc01HOXVRbUV6UzJGbkxUTlhTR3REYW1nMVJsWjJSRGR2U25kNVRVZExjMkU0ZGxSSFdqUktVbmxETUVOYWQxVlVjV3cwZHkxUFJHc3RkWFJVZHhJWFp6UkliVnBaWVZkQk5YRTFjRGcwVUdod2NXa3lRVTBhSWtGUVdHaHROVmxCU1hNd1J6Rk5UMkV3YnpaclNteFpabGRIWmpWalZqUlVPRUUiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFwcGx5IG9uIFppcFJlY3J1aXRlciIsImxpbmsiOiJodHRwczovL3d3dy56aXByZWNydWl0ZXIuY29tL2MvVHJ1c2FpYy9Kb2IvRGF0YS1TY2llbnRpc3QtSS8taW4tTG9zLUFuZ2VsZXMsQ0E/amlkPTY0MWFjMDEwZTQ3ZmZlZmRcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,Lead,Strategy & Analytics,Senior,TikTok,Social Media,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$80k - $100k,80000.0,100000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJTZW5pb3IvTGVhZC9TdGFmZiBEYXRhIFNjaWVudGlzdCwgU3RyYXRlZ3kgXHUwMDI2IEFuYWx5dGljcyBhdCBUaWtUb2sgaW4gTG9zIEFuZ2VsZXMsIENBIiwiaHRpZG9jaWQiOiJNb3pMSlZCdjVfOEdfcXFkQUFBQUFBPT0iLCJmYyI6IkVvd0RDc3dDUVU1MVYyaGpiVE5PZW5GMVMyZFBXa3RZZDJ4ZlYydElSQzB4TmtsVlJ6WTJPVkZxZFdreFJqSXlSVlV6YzJsMVltTnZiMmhFU1d4c1RGTkxNM1ZyVnpsbUxVTkpTblE0Wm1WVlNHNVdlalpOT0dNek5VOWlMVXRJTVY5bU5EZFlNM2xSUjNKWWFHWkdibVpGY3pkc2VHVmxPVFpqTmkxTlZsbDZVV2RwTVVoSWJXaFdMVUkzVmtnMFRYUk1jbVptVkhWeWRXUm9aVEZuYzJ0MWJVVkdNWE4zVTJwUWFqTkpOSEZSWnpoVFdsTlZlRFpsZEZWeVpERnZjR0Z4YjNnd0xWRTNSQzE2VGpKVGNuaDFUWGxRTFRBeFdFbFZjQzFPVUhWblJrOXhVbU16WjBFeFMxOU1aakZJTW10UWNISmpNR2hxUzI1cmQxWkJha1ZPT1ZKWFgwcG5aVFZ5Ukc4MFRHYzVhblp6TlhkRlVXd3dXbmhNV0c5blFYSk9kQzF4TlROclpuTXpSM0I1TTBoek0zaG9OM0Z1ZVZWa05sVlZaRTR0UVRKNWVWZ3dibEZqY0ZCQmJUUnFUemtTRjJjMFNHMWFXV0ZYUVRWeE5YQTRORkJvY0hGcE1rRk5HaUpCVUZob2JUVlphM0V5TlRWa2JqaFJRWEJZV1VvMlpFVXRkMDQwZUd3M05IVlIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIExvcyBBbmdlbGVzIENBIEdlZWJvLmNvbSBGcmVlIENsYXNzaWZpZWRzIEFkcyAtIEdlZWJvIiwibGluayI6Imh0dHBzOi8vbG9zYW5nZWxlcy1jYS5nZWViby5jb20vam9icy1vbmxpbmUvdmlldy9pZC8xMDQ5NzU0NzE0LXNlbmlvci1sZWFkLXN0YWZmLWRhdGEtLz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Other,Head,Data Science / Engineering,Senior,BlueCargo Inc,Transportation,"Los Angeles, CA",Los Angeles,CA,Remote,$150k - $250k,150000.0,250000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJIZWFkIG9mIERhdGEgU2NpZW5jZSIsImh0aWRvY2lkIjoiVkhCZVVCS2dsajl1akh4dkFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYkhsbVNUTkhVR2xuWDNvdGRXbDFWalJUWjNaUVJUQmliMGRPY0dsSlNXeEJiMnh5V1RGb1MxUjNNVVpsTjFSc09VMXdTVGxqUmpsNE1reFNXbUZaZDNoM2ExRnlUVTV5YW5Sc1MzbDRWREppV20xSGFWOW5kR0l5V0ZONWVIb3RXSGRpWTBWSU9VaEZORzVIYVUxUGVFVlBTR3A2Vm5WbE1YWjVVa2xTYW1GelUwUkRPRWRYVjFOTWRqUTNOSE5XT0V4dGFHWlBWVTVRWW1WTlNFWkljVkZYUWxKQlRISTFWRmhxTmtwMmNVRmFSQzFVZVd3dGJYRTVNakZxWmsxalRVSlFjalE0ZG1jNFRXbGZTMVJPZG1ReFNsRkpPVGswY1c5RFp4SVhaelJJYlZwWllWZEJOWEUxY0RnMFVHaHdjV2t5UVUwYUlrRlFXR2h0TlZsdFgyZEZkRkZqWWtoRFUyeE9RMWh1WW1SWWRYWkxOVWxmY25jIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBCZUJlZSIsImxpbmsiOiJodHRwczovL3VzLmJlYmVlLmNvbS9qb2IvMjAyNDAyMjctN2UwZGM5MTc4OTZhNjE3NzM5MDVkNDhiY2Y2NmY0ZjQ/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,None,Entry,US Department of the Air Force - Agency Wide,Government,"Los Angeles, CA",Los Angeles,CA,On-Site,$88k - $102k,88000.0,102000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEQVRBIFNDSUVOVElTVCIsImh0aWRvY2lkIjoiU0ItcEQxZmRSN3Z6andMdkFBQUFBQT09IiwiZmMiOiJFc3dDQ293Q1FVNTFWMmhqYTFwV2FXOUNSbGRXU2xoUlZVSmlPRUpxT0ZKeFZWcFlOMjEzWTFKdmFIbFlSWFJXWjBWVlZ6aHFibFpaZWpaSFFtOVhVRUpIWWtaMmNEVTRhVFJmVVRGM1ZuTkJYMlE1YTFaalkyazJUbVp0WTJaVU5WaE5XVE5TVG14NFpqQmFTREpVV0ZaNFZVSjNVbGhQZG5OdU5WTlRlWFptY25obGRYVmtlVk0xYkZVNU5HNDFUMHhCVkdSa1EySTVlVGMxUjNOR2IwTldUVE41ZUZwQ2FXcG5OakZ5YjFNdGFUVmxjbWhmY210bFZIUXRhbHBHYVc1NUxTMVJja2x4UnkwM1pVMTNNVFI0U1VSTlkxazJkbTkxWTNZdFMwWlBkMloxWTIweFZGZFhPV1UyTVRKR1RXdEdXRTFSVkdveWF6QjRVVkZWZFRsSVlWRmFjRlpxTUZGMVdFTkxVVFV0T0JJWFp6UkliVnBaWVZkQk5YRTFjRGcwVUdod2NXa3lRVTBhSWtGUVdHaHROVmwyUTFWTFRVdHJYM2RWT1V0NGMwaG1VUzFSWWt4M1ZHZG9VM2MiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY183IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIEdsYXNzZG9vciIsImxpbmsiOiJodHRwczovL3d3dy5nbGFzc2Rvb3IuY29tL2pvYi1saXN0aW5nL2RhdGEtc2NpZW50aXN0LXVzLWRlcGFydG1lbnQtb2YtdGhlLWFpci1mb3JjZS1hZ2VuY3ktd2lkZS1KVl9JQzExNDY4MjFfS08wLDE0X0tFMTUsNTcuaHRtP2psPTEwMDkwNjcyNTQ4ODJcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,Senior,Entertainment and Technology Market Research,Senior,VirtualVocations,Other,"Los Angeles, CA",Los Angeles,CA,On-Site,$108k - $228k,108000.0,228000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIHNjaWVudGlzdCBzZW5pb3IiLCJodGlkb2NpZCI6ImxfdjNfcmtVMlVPSW40WmtBQUFBQUE9PSIsImZjIjoiRXFJQ0N1SUJRVTUxVjJoamJUaHhNMWh5Tmpkd09WUklRV2hYVFhwU1pIWktlbVZtTFZWdVNUVjZhRGR0VkhSbWFUVXhTVTQ0TWxKbVJGUkRaakJNYW5wMlVrWTFaRWRWUTNOR1EyaGhSamRMUzFwSVdrUndOa3hCVVZwTFdEQlNWemh3V0ZwSlh6Tk1NVTFHVDA5bFpYcERhV2xYTkZoTVIwUTNTMHBqYkRWWWRFUTRjMGswVEdjek1sWlhkR2hTYkc4Mk9FZ3hWWGxCZVRST1V6QTRhRUZTV0Uxc2EwWTNWbkJ1V1VKMWJERklNV0ZHUkdWS1RGQkdNak4xY0RKMk1HSXlWV3RHVFVWV2RWRjFiR1pwVVV4aVdrbEpjMkpVV2pkdExUUlNTQzFFTlVKVFNYRkpVUklYWnpSSWJWcFpZVmRCTlhFMWNEZzBVR2h3Y1dreVFVMGFJa0ZRV0dodE5XSTBZVGxuYzNSRmEyMTNka3RRU1ZNNVMwODJTVTFrTjFKU2IyYyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzkiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gVGFsZW50LmNvbSIsImxpbmsiOiJodHRwczovL3d3dy50YWxlbnQuY29tL3ZpZXc/aWQ9ZjY2YTIyZDI3YTg2XHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
